Timestamp,UE_ID,SNR,EMA_SNR,RSRP,EMA_RSRP,Noise_Power,RX_Full_Secs,RX_Frac_Secs,RSSI,RX_Gain
1709325770,2,6.267460,0.626746,-52.381523,-5.238153,0.593940,-30.799200,76.000000
1709325791,2,9.525533,1.516625,-53.449638,-10.059301,0.242398,-31.410095,76.000000
1709325791,2,5.710131,1.935975,-55.704185,-14.623790,0.306812,-33.158596,76.000000
1709325791,2,6.764226,2.418800,-56.631012,-18.824512,0.204335,-33.515976,76.000000
1709325792,2,7.117278,2.888648,-55.736046,-22.515665,0.235513,-33.071690,76.000000
1709325792,2,7.058770,3.305660,-56.546425,-25.918741,0.195940,-33.606628,76.000000
1709325792,2,6.586357,3.633730,-56.695305,-28.996397,0.207777,-33.635155,76.000000
1709325792,2,8.786540,4.149011,-53.832027,-31.479959,0.259080,-31.800192,76.000000
1709325792,2,9.410486,4.675159,-53.026360,-33.634598,0.274904,-31.062883,76.000000
1709325793,2,9.595873,5.167230,-52.767555,-35.547894,0.280921,-30.902359,76.000000
1709325793,2,7.388707,5.389378,-54.086494,-37.401752,0.324631,-32.032326,76.000000
1709325864,2,-1.381052,4.712335,-59.954140,-39.656990,0.313610,-35.167225,76.000000
1709325864,2,1.005404,4.341641,-61.333313,-41.824623,0.181283,-35.740513,76.000000
1709325864,2,1.167497,4.024227,-61.159443,-43.758106,0.185451,-35.077106,76.000000
1709325864,2,-1.980354,3.423769,-61.651699,-45.547466,0.240986,-36.043606,76.000000
1709325864,2,0.155092,3.096901,-61.763783,-47.169098,0.181157,-35.763718,76.000000
1709325864,2,-0.073667,2.779845,-61.990128,-48.651199,0.180191,-35.891911,76.000000
1709325864,2,-3.037148,2.198145,-57.619301,-49.548008,0.639014,-33.471256,76.000000
1709325864,2,-0.046292,1.973701,-61.699638,-50.763172,0.190550,-35.614708,76.000000
1709325864,2,0.060858,1.782417,-61.661350,-51.852989,0.187810,-32.732967,76.000000
1709325864,2,0.850753,1.689251,-61.330059,-52.800697,0.182945,-35.624104,76.000000
1709325864,2,-0.319131,1.488413,-61.995598,-53.720188,0.181905,-33.354877,76.000000
1709325864,2,0.610895,1.400661,-60.096893,-54.357857,0.252452,-35.452492,76.000000
1709325865,2,4.097760,1.670371,-59.259933,-54.848064,0.177507,-34.985107,76.000000
1709325865,2,2.413935,1.744727,-60.046669,-55.367924,0.196453,-34.397125,76.000000
1709325865,2,1.986105,1.768865,-60.398975,-55.871029,0.191225,-35.373734,76.000000
1709325865,2,1.635594,1.755538,-59.715588,-56.255486,0.235233,-35.320351,76.000000
