UE_ID,SNR,EMA_SNR,RSRP,EMA_RSRP,Noise_Power,RX_Full_Secs,RX_Frac_Secs,RSSI,RX_Gain
1,11.234165,12.720375,-38.112549,-37.393379,6.307773,79,0.766319,-17.320278,47.000000
1,12.607741,12.709112,-37.162846,-37.370327,5.772064,80,0.767319,-16.373705,47.000000
1,13.707766,12.808977,-37.569252,-37.390221,4.142617,81,0.781319,-16.793880,47.000000
1,12.863383,12.814418,-39.188461,-37.570045,3.453211,82,0.782320,-18.363083,47.000000
1,12.640991,12.797075,-38.911366,-37.704178,3.855923,83,0.783320,-18.101173,47.000000
1,12.960075,12.813375,-38.385059,-37.772266,4.044323,84,0.785320,-17.524580,47.000000
1,11.843487,12.716387,-39.164600,-37.911499,4.327834,85,0.786320,-18.338484,47.000000
1,12.257412,12.670489,-38.144653,-37.934814,4.989801,90,0.156321,-17.301859,47.000000
1,12.836709,12.687111,-38.824245,-38.023758,3.745369,90,0.181321,-17.983534,47.000000
1,12.468523,12.665252,-37.939240,-38.015305,5.033821,90,0.857321,-17.124744,47.000000
1,12.684067,12.667133,-37.074356,-37.921211,5.837584,131,0.278328,-16.251022,47.000000
1,11.668875,12.567307,-37.150524,-37.844143,7.134583,131,0.303328,-16.297705,47.000000
1,12.881087,12.598685,-36.816761,-37.741405,5.927094,131,0.328328,-15.972074,47.000000
1,12.233259,12.562142,-37.075939,-37.674858,6.441752,131,0.353328,-16.241995,47.000000
1,12.826324,12.588560,-37.071339,-37.614506,5.637289,131,0.378328,-16.250406,47.000000
1,12.770099,12.606714,-37.662575,-37.619312,5.000206,131,0.403328,-16.799128,47.000000
1,11.308439,12.476887,-37.638493,-37.621231,6.928514,131,0.428328,-16.800840,47.000000
1,11.943445,12.423543,-37.299507,-37.589058,6.501429,131,0.453328,-16.451195,47.000000
1,11.652637,12.346453,-37.407463,-37.570900,6.775006,131,0.478328,-16.559994,47.000000
1,11.585959,12.270403,-36.785023,-37.492313,7.920265,132,0.618328,-15.990912,47.000000
1,13.409222,12.384285,-36.433792,-37.386459,5.784169,132,0.681328,-15.573318,47.000000
1,12.826297,12.428486,-36.329998,-37.280815,6.692536,135,0.021329,-15.516169,47.000000
1,13.624584,12.548096,-35.651020,-37.117836,6.584710,135,0.046329,-14.848850,47.000000
1,12.459428,12.539228,-35.599236,-36.965977,8.621305,135,0.071329,-14.740570,47.000000
1,13.659119,12.651217,-35.604717,-36.829849,6.612320,135,0.096329,-14.800504,47.000000
1,13.082130,12.694309,-35.917812,-36.738647,6.967676,135,0.121329,-15.081232,47.000000
1,12.219296,12.646808,-35.813011,-36.646084,8.658218,135,0.146329,-15.021584,47.000000
1,13.280239,12.710151,-35.932270,-36.574703,6.691828,135,0.785329,-15.154772,47.000000
1,13.415745,12.780710,-36.416771,-36.558910,5.787494,136,0.786329,-15.585308,47.000000
1,13.347450,12.837384,-36.205311,-36.523552,6.136781,137,0.787329,-15.405763,47.000000
1,12.835761,12.837222,-36.117733,-36.482971,7.063568,138,0.790329,-15.272598,47.000000
1,12.475573,12.801057,-36.294033,-36.464077,7.278504,139,0.791330,-15.451625,47.000000
1,12.967124,12.817663,-36.668522,-36.484520,6.000047,140,0.792330,-15.814712,47.000000
1,13.414538,12.877351,-36.940449,-36.530113,5.096366,141,0.793330,-16.113386,47.000000
1,12.183257,12.807941,-36.278210,-36.504921,7.779584,142,0.796330,-15.449234,47.000000
1,13.328972,12.860044,-36.416016,-36.496029,5.888733,143,0.797330,-15.557021,47.000000
1,12.286831,12.802723,-36.547836,-36.501209,7.164639,144,0.798330,-15.675379,47.000000
1,13.333461,12.855797,-37.106178,-36.561707,5.010622,145,0.800331,-16.319458,47.000000
1,12.863168,12.856534,-36.906872,-36.596222,5.820140,146,0.801331,-16.063894,47.000000
1,10.841843,12.655065,-36.678841,-36.604485,9.543835,147,0.802331,-15.817006,47.000000
1,12.544720,12.644030,-36.650913,-36.609127,6.650801,148,0.803331,-15.841576,47.000000
1,12.904005,12.670027,-37.259579,-36.674171,5.277624,149,0.806331,-16.448973,47.000000
1,13.539284,12.756952,-36.448441,-36.651600,5.552343,150,0.807332,-15.652695,47.000000
1,12.882749,12.769532,-36.519279,-36.638367,6.334523,151,0.808332,-15.620874,47.000000
1,13.684378,12.861017,-36.507038,-36.625233,5.352217,152,0.810332,-15.666506,47.000000
1,13.681035,12.943019,-36.791813,-36.641891,5.016440,153,0.812332,-15.950382,47.000000
1,12.625916,12.911308,-36.353409,-36.613045,6.996902,154,0.813332,-15.485212,47.000000
1,13.299155,12.950093,-36.142033,-36.565945,6.324362,155,0.813332,-15.317621,47.000000
1,14.388491,13.093933,-36.065178,-36.515869,5.056416,156,0.816333,-15.199139,47.000000
1,14.056263,13.190166,-36.162243,-36.480507,5.284612,157,0.817333,-15.356331,47.000000
1,12.667557,13.137905,-35.870312,-36.419487,7.728547,158,0.818333,-15.058315,47.000000
1,13.761808,13.200295,-36.177616,-36.395302,5.626822,159,0.820333,-15.346244,47.000000
1,13.677407,13.248007,-35.974583,-36.353230,6.026939,160,0.822333,-15.098871,47.000000
1,13.473474,13.270554,-35.648380,-36.282745,6.781529,161,0.823333,-14.843930,47.000000
1,13.216977,13.265196,-35.653660,-36.219837,7.204651,162,0.825334,-14.813129,47.000000
1,12.337913,13.172467,-35.592209,-36.157074,8.882061,163,0.826334,-14.748026,47.000000
1,12.571409,13.112362,-35.589390,-36.100304,8.433049,164,0.828334,-14.722922,47.000000
1,12.506828,13.051808,-35.789719,-36.069244,8.143386,165,0.828334,-14.942810,47.000000
1,13.410983,13.087726,-35.422634,-36.004585,7.284846,166,0.830334,-14.588266,47.000000
1,13.720046,13.150958,-35.481613,-35.952290,6.702384,167,0.831334,-14.657490,47.000000
1,13.512053,13.187068,-35.806736,-35.937733,6.469301,168,0.833335,-14.943936,47.000000
1,12.372577,13.105618,-36.036968,-35.947655,7.945099,169,0.835335,-15.247211,47.000000
1,11.956942,12.990751,-36.076969,-35.960587,8.601121,170,0.836335,-15.225133,47.000000
1,14.619924,13.153668,-36.786434,-36.043171,4.054265,171,0.838335,-15.982466,47.000000
1,13.707641,13.209065,-36.679523,-36.106808,5.084113,172,0.840335,-15.860729,47.000000
1,11.628441,13.051003,-36.253796,-36.121506,8.913097,173,0.841336,-15.424603,47.000000
1,12.670043,13.012907,-36.567333,-36.166088,6.603525,174,0.842336,-15.753633,47.000000
1,13.651149,13.076731,-36.684292,-36.217907,5.155120,175,0.843336,-15.815531,47.000000
1,11.941024,12.963160,-36.253639,-36.221481,8.324464,176,0.845336,-15.439470,47.000000
1,13.135988,12.980442,-36.815472,-36.280880,5.586690,177,0.846336,-15.986925,47.000000
1,12.280482,12.910446,-36.745274,-36.327320,6.866615,178,0.847336,-15.886942,47.000000
